"_id","company","payslipIds","approved","totalSalary","totalEligible","totalAdditions","totalDeductions","totalPayable","companyName"
"5adb13e9710e640001134c85","MTM","5adb13e9710e640001134c8c","true","60150","0","0","0","0","MTM GROUP"
"5adb13e9710e640001134c85","MTM","5adb13e9710e640001134c8d","true","60150","0","0","0","0","MTM GROUP"
"5adb13e9710e640001134c85","MTM","5adb13e9710e640001134c8e","true","60150","0","0","0","0","MTM GROUP"
"5adb13e9710e640001134c85","MTM","5adb13e9710e640001134c8f","true","60150","0","0","0","0","MTM GROUP"
"5adb13e9710e640001134c90","PAT","5adb13e9710e640001134c91","true","1800","0","0","0","0","Patrice Saloon"
"5adb13e9710e640001134c92","UDC","5adb13e9710e640001134c93","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13e9710e640001134c94","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13e9710e640001134c95","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13e9710e640001134c96","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13e9710e640001134c97","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13e9710e640001134c98","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134c99","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134c9a","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134c9b","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134c9c","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134c9d","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134c9e","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134c9f","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134ca0","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134ca1","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134ca2","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134ca3","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134ca4","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134ca5","true","234730","0","0","0","0","United Development Company"
